,str0,int1,str2,str3,float4,float5,str6
190,CkEsQiFEf,264,jLSLKtbzvPbZIruoDl,oonfhadFg,0.28340679702837435,0.05049582719033452,qRLyLRtOtPWpYQOiT
191,RMJFmYrioSk,192,ndKYBzxLErybHdlKiPq,MfGLryildCRJQ,0.4729061692086247,0.5021203560347031,fvyjoPckGpsOKT
192,UHukqfkInxxKUrWhZxwc,777,zbKAhoeHUhN,fmTMMlnurreir,0.9157405833554293,0.6209767243660197,gXeAKqRsUjyQpFdcM
193,hqvEV,498,vqRnKSEExwaZqKueo,CKyWntqzeKomd,0.5053631455101454,0.41704180078140984,FoIoN
194,RCGdQfcp,39,YXqXxDScsdBCIeyrkQV,edkbbjxyxJffdgKaslTP,0.6283860426684027,0.5587333091964879,rNxtSDMmFrMS
195,JyrjfqTsbtvVIXXcuxVb,158,kkauOeHJOmLtBZyu,ZfRWaJmCNOxesEBej,0.39427181172707493,0.41592295753210917,maPnosPpD
196,YLKzWD,809,xlTiJ,oZZJqeJQfCr,0.08516932996121085,0.024116596868366313,JoKMNPNFtvZfxxB
197,PkrjpLhSY,714,kdYnKFLZt,vJBJXZ,0.31245449945502,0.18495844784411775,auuOQRqWhWNVQDxnCcgr
198,lQNXxp,56,ezmid,QYITouVLNreiCqJzo,0.7519255263354568,0.12797694576276752,zguWZBZKQgnsijiGAUSs
199,cojiHGZDQbUxkRnqXF,594,TJrWsqypKwBLqfbLSFkv,BtHrS,0.8568054891012253,0.36619702719103797,gLsTIAmpMDvoX
200,USUFyYb,487,OMtnH,qRRVQ,0.5574602264622638,0.37945509720086057,mcAOcugqoSuaysdwqd
201,sHoOQQwD,23,baZfkooByaMars,lNAapFaPp,0.19583412591269544,0.3517073804334633,ovZlByviCUEK
202,lSroSFHfypg,143,gEXebaWWQXuwiAAEQYD,hdiIAEf,0.6805236490595438,0.5673428715664395,wDvJEIHxxmeg
203,mDJCGTQme,259,eDgem,CSgfFVuJL,0.4836987220778619,0.6496373256244983,IAXSfOfoQO
204,uFLOrtcrtWftA,634,GoEtneCjbHEMoqxeTP,rjUyBjSxWionOktMWqa,0.9089144590201323,0.518322125367404,ECZnZTc
205,iVWJNZizjsJpV,40,sfyueHhrawlAs,EnCuqUeWO,0.9636488298031518,0.12871088152443277,PLjoDnpjHN
206,GGilF,992,ULtYPaf,oddzcGqqHFNVhjV,0.5020235637460672,0.7465040878054919,ybLqnPlLtjveBumI
207,lcLTYXbIUeZ,330,hDuHUtCUJvaJuZSzglhn,bRxzFKsCIEDJMfGJhl,0.5529932153946953,0.1041799179893107,dLRgmbeboiWIKD
208,XYCFAyKx,464,iEyvNnMF,QIurfGXQ,0.7569554088351503,0.20343554577788703,oWQPkukPotXY
209,SrICYaR,254,AKeKbc,sNlDPMsMfeiHydxJjCeU,0.018998416502849946,0.9932498798692948,vaAVDkxkQuVTngVYaED
210,otMuTPMkWuAsg,581,BRBXpTe,oZmbEQKFyfSqfEF,0.8307468614450816,0.002253333437979621,WEYBcOCAVpLtERNjpFy
211,JeghIqBd,361,AZogWcyEFFJcDsU,YrQMvVPQZrek,0.9518902531471244,0.7629523487012349,oFOaE
212,gSwjmkGchGtjxTIuscdR,174,ECSvoRpUjGOuOVS,lSHXaSrtzgoU,0.9754238914064556,0.013332735527450956,eYGWMLScqgfqBdfKvRD
213,MuLxajjCxIgmtt,700,dhorpocBs,kwapoCwmdSdAj,0.8940179071661725,0.3466940701884712,IMcyMYZq
214,MZsGsLOfbQDkvti,456,GPNQE,vQKvCVIATJVbrXdD,0.38088038083299514,0.964306496637934,VFUlHSGW
215,fmcmPsrOOwWOP,121,BmExUMfWsSPzpwzNsxC,IVqSdPMdEEdONnJ,0.9279310141142844,0.2649971068823168,YUisxuPjSXGzWRnyTH
216,YcXaRwnipQLwOUQh,855,ibpAnEycfalWVXyB,KMDoXHl,0.16698760183475136,0.9923896273084284,puEYbzi
217,BdRybcaLot,750,JXwSfIScGTFkvUomqsGy,irZaOos,0.7047156139797772,0.17438545003481054,mLoadL
218,tOuEPDgplFSWb,549,hGwaioCWleQwVLaFwC,mpUkweIuLvkuxcXw,0.4091805290486379,0.39761413810387825,zCRALXqtusOcoauP
219,hZUscgkb,209,VEbIjFalH,cJmsIQLlrNlmlHzPJxQV,0.14392637429373556,0.18163870302776197,TKqyM
220,ETGONfmUlXtTvhmqOpy,793,CLlEKQozF,JbKycSyrokiHdIB,0.0014858047071028002,0.8725367689198175,PkvzKVZmOrHWFCEpH
221,lXTVJcTX,655,SlIWCabaJpZ,SbrOt,0.554010159657005,0.14783424766181197,sSAsBxwkpfMqSjLGytn
222,FlPhff,275,EWxsbrshPNvUcH,MimMqZAVznxwHf,0.6264974027852318,0.8624002987257818,loMHXYla
223,DNDUSp,492,NfxaSW,Utzgn,0.7041261757211584,0.631819063060546,lMZfXpzlxHzfZ
224,bXUtGr,862,SghxRCjD,FYSxVb,0.8566684031425186,0.8260232844577611,qMBFBEcklCRKiEjq
225,PZBsGRDlE,19,prhJpBUNMsGFbkGc,MhnIhjfNmw,0.6742947705463384,0.5507790002235979,cOgdENiVPPKHzYbpLgd
226,veVnqPsgRpnv,608,wvllL,ttBdiHp,0.3547500954957403,0.6186554664621001,mSUVBWrCpZQkmIQwBCv
227,dbxBLNTpyeYBWpMvbtD,734,NJebgIMygHPYqnOfbr,ghzioVhIDLajloe,0.14238219353147685,0.34644546325568804,OOKuaKOqfyHnHyzlj
228,dfWXjVlnfa,413,MTXgumvmFIKYew,YYvnKKdDROztUXRzRk,0.27016761805670453,0.24838871171521593,zOOfCgdwCpIoXiINt
229,cELhUoR,339,BQYSq,xRuYT,0.3817139240507922,0.753201630311797,KraDN
230,OqIuXB,35,ShnYgLUBIXwruH,rvaZTL,0.7163210787947001,0.28979640983231847,lAGGnrCZIZXMviZtitmR
231,TKbRvShx,219,gJvrxTW,INWmZuoYqCqvirHaeqK,0.6616384585153535,0.7089443760788081,OpyzPghln
232,epASFXdo,882,LrCrfUboLTak,jAHUpXdURZUnrIkl,0.6979561825590278,0.7861441860320882,sssYJngy
233,GrBVQaXfglsJNPiqEASH,340,yakIUeW,acogoisBWcAho,0.7604743443328859,0.32728750773990334,ArAtCbJFfMCdjTPfPOdT
234,adPGhJFBYEXZsMc,623,XDttuWXzH,ACnzOlxlDLsrmfSRxZ,0.7882272095682273,0.24709481103626985,AfyetVjXe
235,IiUwjNiUpAlBHbUc,203,QCfhvBakJSlf,VdGERI,0.28565199602624913,0.7886199203006425,qLMXDzAnn
236,dOrfZKirsLcgJdNk,629,MWqOOiFDEC,ljRCOGytPgEhKPmQ,0.33847007118242545,0.5526660476909787,TCwYuBFwxS
237,TqSRK,687,geeSWBzO,OlvcPUyrUiS,0.801612902027421,0.2783191314548833,ifgASRPbtJqOVztbA
238,ORLOGrvZ,120,ZHXfvxdJTqCu,nzemAdIwSgsHhWMG,0.25301923553066785,0.20519599717059045,FAblvZcigAidsvnzyQ
239,ZhogKLIj,693,obuFsUGukTNEWTeIvq,UfppX,0.37166070902968673,0.3726629438580422,tUKLrDUnu
240,FgoAkVzWOAItQRBkawsk,942,QHkXKYXPc,eqzrfKGkhXxeTAshasVA,0.4941541409154302,0.6392820955394709,wPDLOtv
241,ClloSZYgLPqrrNMa,823,NxEXyKlZZQUXYDYiSRot,BOrsoxHHNhQQ,0.9510570466580713,0.5284897250600394,HFPUqwoTgd
242,ssHinlpgUTJYGTttdN,57,rakaoRpRtHnjoUMCgk,sQqFpIeaxQSZNXjzXEcf,0.4092262662237507,0.6951662773535036,SFdEgCMNOXFh
243,XDMIDFWfZLZtOxhcHG,28,SAGSRgi,IEkPBzZg,0.012225469564854152,0.07663406128059946,UUJsrMLeL
244,LygHKeTHHoKPdne,922,hDBbPevtGHh,JWarUuMjJWupXsc,0.917655122586115,0.4294550849748906,vRXAHtDRv
245,FgqNszzvTjxsvXH,633,FVsBF,tQKnUTIOfEMDppzNbw,0.9213633822098805,0.6855767247189248,cKaxTf
246,nybZRPHHoddIeflou,690,aPLRvgG,wAHLzTgFnhwpWb,0.7253299660599596,0.9372905815259701,dLCQIhMKR
247,WhmhkovDg,413,qPeFqY,nyMjKtFio,0.8179916176510303,0.3355379346555496,hQuORJEZRs
248,UjZBxfMR,342,RlCTehxyhUJeStvcAJP,aIirRvIJWnpOAO,0.8765820817036984,0.7946145519263086,wvkdjw
249,UVqlAfxOn,970,qNTCt,LKLdApIue,0.6540187388763652,0.12458775624230589,MgmWwmCDJwB
250,MvpVdTZsZ,652,CVGJuEsXEYg,lqXFZkohmVRFISGIQsj,0.22443979187622143,0.5332343707545825,tvQzTBMPMMv
251,BUBKMRb,32,SrfQRLmkRIXpm,HqyILsG,0.4920153137428235,0.77930930983667,sgZWUZkqSEJwz
252,JBQFZPZVEQGHO,90,hYVtlblVixLHxaMXIrub,LOtgnpOMsKNJO,0.9410202042585597,0.8857512890885305,glHGJtWp
253,ZnxhKxTsgCqU,861,NUnGwAOrYfEHU,brOiUGMmOIrKjoTh,0.6801898824208286,0.689846445000395,mqefkvUBcbsKVyhnum
254,pHAFuKFTR,814,vCRdQ,gtiEgcmXqSpLp,0.7306064072211005,0.5781833370086357,aJRgFBFAKAlGDTR
255,fPeYWXVSwMge,207,PusOWOXjfa,xPaTQKJ,0.932670491917508,0.037744853875989914,DwlzwBoIzqCcfReYD
256,tFtdHhdiZobEugMTYvK,673,UHIqoug,FxhJZ,0.8936190166064741,0.0871751245990342,oDtlMxkYRSFtQnbi
257,BgAeYetGvxUZL,668,IzHPoXGx,xVUKeUfpGaL,0.8633124856184042,0.7682357988895528,qdeeUw
258,xiLtfxgGvkZw,251,anZIyvMVSZWvpCIcpE,jyTEmlpXNAUFndSHLLhY,0.7430279488558117,0.6829164920849051,KUHFfQZjzvvwXriEkWqH
259,rCQCETEnGUwXdlzTIMt,178,eSoNCh,CVzvwhyWzreRDgqv,0.12333229811953383,0.7807322662199905,YyjrwZVQCtWfHROHYk
260,kVJFAaJBWIKfRu,258,JHWOVlRfWfIwWGy,JgfYolMkqMRFqVIgjW,0.2504733836808727,0.3830566139785664,SNPmhOjMqeSB
261,URummqpQGy,162,cDySDXAgJhsAx,HZnpGUh,0.22758937120295142,0.8824780176960254,kvYKXVw
262,zFRkkVhgDVszeagOJZ,441,zZtUW,ixYUX,0.514688413737787,0.4543478230889929,GNNZdXMbkleMiFcavx
263,jnTqSNVIeLbXNKomlvX,961,SNoYG,YilpVMowkdJy,0.29874448616671223,0.04618642467736911,FTKTCBHjkDAFtO
264,YmJZEa,505,FqXsxPbJPc,mXotwTdpOhoE,0.7647335766937133,0.9058954668936899,iXPIZVDihVtB
265,XRNlXEPTSzXpzRvWTZf,526,HmUWnbEbLYmr,nmrdDFpsS,0.8488942961067987,0.7388945332514081,uhqlYiMZoycJcZ
266,yKzBQLFOQZkNcNJk,218,yDXef,BVCqdoR,0.6874875244869684,0.42853976588263754,WJZnkkzQd
267,sEQHVYqKbMbDfMXLh,743,KplIIXGHTJcYX,qqLmpvVylG,0.04559291632498497,0.5206597488951933,PPpBq
268,PsZLxhUYyVwjFp,696,ICTClOQdtYhqSoDGDf,SooHEPB,0.817830379235685,0.042506250636461074,atmZVrdWtkm
269,fjBlXdykdsG,212,PLqzzvVBgGXxhk,fZsvEY,0.32695448010315054,0.9680629847636478,LZEbsafmOiloDFqs
270,TQCmufJClxlMZaA,729,cfGRrGDm,hKJbqedonERYBhwPxI,0.26369987836038145,0.6272484133554758,zbjQmoCckMtZ
271,vkyTCcaVqjFoFhtp,353,vCraQhrZwYDvfAOzuno,CIWxaAIMcihi,0.7916592233830296,0.9901000686233725,SSAvqbqtbKkLUv
272,KmxHW,290,VTEPpNGPculetmhIEE,QEgKJgrEXeosTGnu,0.10696940874605931,0.8175344703327023,PZlwSKirHTqCL
273,lDIrzPdXyhkdeJJmZNhJ,168,oMYySN,vvacAZm,0.7094802366308105,0.2731238688490877,iZCCPTHAQuocmlFxKtBH
274,rJDofIvXjGbpQOIz,420,YSLTpyyuHcXwkdAGLiDJ,OIEZjZzItAKRDjK,0.6587250261452895,0.6124179586663205,zqJcozZaeDpHmsoSS
275,PxJmtiMRkzHKNWGpwC,286,VZMYbYi,mUvGwplExhG,0.927929527545973,0.3696975344038447,CpYgBvthT
276,ntAEjRsHSvS,843,CXdWQRB,OEyXzQIY,0.7556846871111101,0.6028978794297752,NlJJLKBOMcIjKfMdZ
277,ouIwnOjc,438,iorgvQnIGbJb,dOSzdmHMjj,0.23138920532861484,0.04790583672582338,oKyzkfIuKJQULh
278,huAsjPixymNesIBrb,704,aRHiqHeWrdKcBt,TkNUHrRoFXTiCwRxqgbo,0.6937620444327716,0.18823180038962106,ieyIfzauOmAnTKgfyt
279,KylWRYlCo,930,qLwra,PALZInKPyaj,0.11003367662886587,0.06766346275475388,WyXcgAUccsZWFN
280,FmFSwuGgA,167,gZrTcaJoqyyuJxDZew,PhEYrYJPQQRLZFDAnP,0.013803858961692006,0.034976885123809476,rHsBX
281,LglMlVSoqZRgDoADhdil,563,zpIDwZLPouoA,SKnHxKWAmGVBEmyJs,0.14853970989042276,0.6963378343689436,hfgFzJnwhL
282,cKFbdzeCwjmGhAgOxo,515,lmjExlEuNrIK,hStQtMhONE,0.19763465300581962,0.35741053315645044,ioLmHGwUfLo
283,rzMpqE,347,azTTqoNeSOlaaVJxyhf,SGpyWr,0.652898516920346,0.007987497539285404,FzoivpQvVRKiAYmqU
284,vxKjESDcolPcHec,404,QgjZJMYOaugCMxUHSJOv,LWVbjzSlzOavhwfLHPC,0.5749222427395838,0.6185213447055007,pIbGgF
285,PUklrRXdmMPEJEPVT,988,HwPYeFYkUQXjTJoEBua,vIhItEAOezBTBYxLvz,0.082922033137804,0.6600027332340661,ARDEWbevJnje
286,tUQhFMZEMTBYmAD,133,KfgYGsYWNKrWzJwPG,bdKWEVg,0.7506623810450566,0.9946657946982113,wtYEhDbDGGE
287,YNSyuLVpcDwrB,805,EAZrvbBTWRxWk,Blplzzddweab,0.24485965331966797,0.8068693295803612,SqgmibKEQC
288,ZLuLFiRGUjp,798,PCQfNbKXWePsdikTE,qIvwvpY,0.49984338978760967,0.4378685083708913,lKhYmIZopzAwhNoeC
289,cVJGL,722,NxRXhmBDRXRvbK,JTumqlalmm,0.06558121170987441,0.12648240755410933,cNkizIkkpR
290,IgnCkKF,408,TWmURWfcDtAa,oCVCmP,0.3726840894058484,0.50124046390374,gYnkYKzMISRZlOOuuc
291,GdWGQm,779,zwcYgTEpXJGKJxCD,iScCYNwDrtdPRWv,0.5443614866309691,0.5158986033615767,VftTLfTTXDVlomXwA
292,KGKfYMJvVv,575,tXfecsKFRIfaKCGmz,fLBPHPUtj,0.9548441706095373,0.4462097646173687,sxrnDgHKFFUNPelGTa
293,gQpdXBNJJPQ,319,YLWEAaFpuRYzPxDn,witmsfM,0.019088490624425303,0.9901863031465785,NemYNOwA
294,yBHyF,658,kVTSCBbOFeVEFvtpxFH,VFJDbZxkeAkAm,0.6450318477938075,0.49427241037623526,GQttEfiiUSurk
295,iwIuBcOXpytQ,894,sMWUM,LAEOaRNEq,0.6506774326854837,0.013651583117298416,cYQpsNKbkETVLDB
296,PphkPxYhSmIJpLludd,491,cNWzwjclBoZXzuG,hdKsnIqAOA,0.4303154734662502,0.7590396720107847,KTDaJcBnQJBiNZB
297,leseklJhQ,784,PyQFDNR,BCZUtBClKCF,0.5224417919051345,0.30559631485012795,SVnnGAuibhzMOoUr
298,nvBjGDoqJhFomSnwP,734,dzyzBFWqBkzxgyJHzw,THKdOhzmXWiMwDhqy,0.7571075666298149,0.35292894178390855,MBTFVu
299,nOmAzMZdsIVtZ,506,rztkYRraDkL,MLVEsySNXXnNirA,0.3209765706219062,0.9047821507189822,ThASTeipSfmKStKhFHM
300,aZEtv,182,pDoWlYnAGJB,ZreQAmk,0.4742879847095476,0.10892450116216712,EEiiowWVzPExLloVVlP
301,tpcjAkJC,365,HaVljCevscHFGyroPXe,hsrPmqpmEWbpliEPB,0.271578847797197,0.529647904220409,RjvjHwlPNo
302,TlxmtdEUQEBBkLcjLr,782,ckxdJgNlrmxhDzW,XXhCwYepgxlgg,0.28666505334840764,0.1720967969910996,UojYDwXfMzQvNGuwROnq
303,zETTtYtQpskIrBI,660,sMuMIwxwYCHHa,RwxBCiYZHQWIjCKe,0.4575736387400511,0.13665660511217836,yhcAjeqQyG
304,ZJAWn,749,gMaSEcpah,yEawkDs,0.27347813710467894,0.9850362912481244,gwIzWKWYA
305,XUeTqHxJyQRqhFOplx,326,SNAEq,NNASrxHe,0.4598263487687638,0.05667087500185708,qJdZmKcsCdsagx
306,dEgDHJenIEB,13,BwLUfvTklEcTD,otlDSYbrqpXwgPF,0.515777590036904,0.7846859965375534,SvFmxSVvKGsn
307,cXQQjtdQkDNdxGLU,228,qPsbxZttl,hXqQKjIJWRMIoXK,0.55328557693693,0.13203409006609235,tugVIvjPzJHsSopMTibc
308,zCkbIgYqmoutRN,350,CoAoDMbWMzZYc,seIkopilseAvrAa,0.5575361279215478,0.7466431217314998,dRLSiSLaSThmueRAtC
309,bGOPjJcJuBPYalbDylz,391,YULrgtbkVOdhI,WUJlETayl,0.22205649828287888,0.3240517464994571,BuufcTlfTALDEnU
310,FVTDSeOlFVHCXlOsYZmn,847,FDAwF,pCCQJOHfHLpUiVMJQKjs,0.030779478665013515,0.03271932944940503,WVGWsLZvNW
311,VuMQlTnRWTYEyAO,942,WFduUbBh,VqwtRTZrMQNMEw,0.310135954220648,0.6858649112520413,tzpCjMLbbgU
312,jrKVg,780,wrAgpLHMTh,uwYEcHXrpHwIw,0.21195216074174927,0.4211445299129143,jVREGZtuRfMbTUIANTG
313,wXHtgSnTUxZMAwYebny,849,wcLtfbgK,UkRrywn,0.2647933827682938,0.4622812905938414,XKpEhubZUtvf
314,iqLwzHcncwrPTskkYkz,841,tHfhHoyudTJ,qOhWLCIWirAapf,0.9902103309254744,0.24662351876267363,SqLwl
315,xBondZJvygHzdFPiF,562,XyeRaFaPvQKuVhTgS,pnXYbzckiHR,0.5264047372229724,0.5099241199350607,tIjSYwOfwj
316,EvctdGCqiDwpDBSlAzmh,83,QQvFvavbUNCVdAPgK,uFjJjJJZwCMvDHyhAq,0.6447114033978188,0.33511174890696704,swScgbMgjvwbQtFQ
317,zNieuCkMqrUaa,577,GgrjZck,fLpHN,0.36300867117200664,0.5304469530208819,QLoCqUfCIowa
318,egTZKeJnrykpvY,710,vVZykLJVYC,rIXslywbLLQKvo,0.5553520489651634,0.32400537409205554,mNmvkHO
319,KlUiXUemvJhDNQkf,208,UPQrHxICvc,JRhrFiKdrBVSYqGLqCc,0.06638428148997533,0.7288384027736681,NANwv
320,EzfeNkR,392,UvgffGfMZkLMNePfwt,AwssrwhDikAsyq,0.4247570301049479,0.7428357682478569,pOYHrMUoa
321,ZCRBWMGikOcMadoNcZM,552,WGkUwggfmg,IqxVimmscjsFwbvQR,0.48501127942944955,0.9049283791164879,InwoZOBayDOzxwFJNl
322,uMEFSQDNXht,426,qxsmSjBVZVWtIpuxlDCO,jIOtVAPR,0.3693306078897226,0.42920707003017566,GKRTb
323,fMuhIXTauleriMPtQMia,46,teRGadVCJXzegiIoE,uRcbnHawQ,0.6949298805831822,0.7020951809559378,ZNxUSOFMGpFCpd
324,dkwJZxEPSlqmLTicz,551,BwPXNknTiw,pljCpqRFawiDerLUKWu,0.6170647922815473,0.07236191903486444,ZgmCbhZbhJrlhhHdh
325,FGauTSZaIkrcKR,201,kASNiZROHXDHWTNUd,jAoByZnMIyXidVwIUKFG,0.6413045392553267,0.013129296787291134,kgnJHPXwhETQrZVY
326,POzGULVRH,315,bohtcMKBhTmjS,iGRLv,0.0723791020926774,0.8276406397644174,UnVtgarriijSdzHToBd
327,DiQjbUJHuKzSVmetj,377,wCaDGYUrOGQHfRmL,eSmTFSVTEJyQnKNlwNYu,0.5269447610103055,0.9989971857284508,YdONstImpSl
328,MFWmXRMulLckoxp,860,JiZYMEnx,rZeoXKSNe,0.9485745792819233,0.8044189538448323,QGlirNXszvxnOzyG
329,fGqshsbBcMe,467,drqXPnaTt,vxkcOtnwQGroFp,0.47765038257871517,0.7522601570754651,HVkLUC
330,LZbAJOUIANe,883,CUCdLhqNwK,gZcJRIrOqySHz,0.4174892581325581,0.5764418035689989,hjyEkJFsqIfFzMXYA
331,ITJedMibjT,387,tYyZQunAeYyDXlCtDLVD,RyjQp,0.6226661030513195,0.4973943771350381,YEKRjomfItXkZYzYEG
332,UaKOeCZfkkEK,15,aFPorQvZlKgVGQcmEdk,mFbXORTCOxTUfJ,0.6603606449318665,0.4689568495223184,ViQqoajyhunzwQiK
333,BJnPYZIqkvSoIwqdK,552,lPqnOuoDKNgYLNvdbiMY,OnJwaxlAnYVVYYT,0.7062624889657417,0.6828322832278403,kGPRMZH
334,WZDibKmgQQfa,567,sgWZsFulA,obVrnzKXbxUO,0.8239491682735886,0.8206123788556028,SmWtfwaLeeEOkWjrScW
335,nSnOqcUTwasss,701,WtIpoyhQSxIg,ZWazsifXuOtNmI,0.6530941346253368,0.6629811990164548,ywxhoVCSxkDPnuo
336,gEPVAgBFrs,236,YeQEFpnTHlMmAQHX,ldzvEo,0.6306026352743509,0.4917770755198767,NqyBWyuVRmlrV
337,bMfnRLqK,220,qqkMrjuIEDa,VBFZbFDZYrWYn,0.4780823988007191,0.6308801884038016,epffjMFpYlUtMveCz
338,CXizkLhXCutmeQ,289,dHonlfbuRmjlwSxr,BJMpFhwl,0.7165670871283693,0.38778681934585346,NgtiRHBfat
339,spJgzay,502,JisGGLCzjjGxyDHl,byZPidPsgdQNn,0.33128634743149243,0.09504615879033562,ERoyFLnJZtPnKIR
340,RPMdFqyDaLMnLYnwz,536,IKIUdpSzQCOTaoxm,krMLRfGPjFKbUa,0.4437492661631728,0.8897084500762493,AyjnGJUWjxKDS
341,YveBcHX,937,atHFEX,uGNyXJPJObxVniBHsF,0.930739230820649,0.007103264575517132,FkATsAIFdIxDnMhGKK
342,ugGij,860,DPWhmx,IMTtCmJGPLbeVzQfVr,0.6202280698195692,0.933448551742915,ICBNXdNxvS
343,nxylSJEHkmkfa,499,ePdoef,QcQjctNXqNdmtrvOQhN,0.8009412472997135,0.8916720889243154,ykONDFiWxwoX
344,MmvAiBcGJol,399,aYqAFC,xAOafHlrTXFTDEByF,0.9325821977252261,0.5804458423467816,iQnoSUJ
345,iCXOAig,266,qQBiqQwYC,amCasxpvMI,0.5708850182114968,0.5890317770858213,oTCcM
346,VPhrVGPkbyfBofMyKd,72,MuwtvmyPHZoZ,JMPvzgBNlol,0.5846303197741743,0.33730035528889735,CBZwAAwpVP
347,wHfJCJR,405,tTZDHD,jsyiNaxFIsy,0.4125081350764339,0.432437849510923,LBaZNZIrmBeuANtIye
348,DVdIEXujooNkT,578,nXDRjDhyzglafeAju,qAfoYSAitL,0.6418920629007681,0.204247460140476,XKpmSGKtsvZkutjz
349,CASPYoALTMBNyi,735,WkAMOnFWUYbgNcgR,gWdTjw,0.12353686423067844,0.3587403054038838,pjgHe
350,GTiftGmKhshLjLynuHz,485,uKsHLFKPYEhrjstwvI,lUPWyhrdWud,0.5575954951147658,0.4838467628017348,igbrJcaKPzlHvJeEpmRm
351,LXSrgbL,250,FzFLjgpdeOKPJK,USkTqPthJYDpBTQOhtRE,0.5482621890513756,0.16552270537540736,EjbPVnLo
352,OcUXnbnxeyU,158,pKvCwaytYF,meDuHayu,0.13793637273003823,0.1085935849135321,AaXooRwzNN
353,VbxqDabaGVIcalJOe,755,yZBZlzAziDVKXCbtzwQ,oPiemphYZKhfcUYu,0.8023119565905078,0.4793669979427302,TvPmqu
354,lkhZDbKe,532,lTOuRSMfOxvWJL,dpeaDoamPtqdQ,0.6314186573111569,0.5044886218983766,McxHOkAXdTmgIbLJZHM
355,KbhjzhSiMzZluEmBv,682,NlyzNYEnfqRoKfRr,gOIXvR,0.5666791774146412,0.499669994169763,stFRkhWnEiquBkCSTVU
356,pfJQwfZeORrRC,635,zPaCwVvynqhATKQx,MHUMPy,0.6021070949496926,0.30655329445405477,LECjmaKnWDbPpFRnKj
357,CChIZDflcEDKKbrDHnD,693,EkSevyjjPqFSoKWqL,KLLrkllDfD,0.4475057329048011,0.01787890355818933,aroqZRmi
358,fjvTRprAmF,538,UCHGN,bOIoBpE,0.526198122409406,0.14188230859181905,mTRVCSRO
359,URiWVqxGAqnnSgKcw,749,vuaTnPCagMLXbaUTNhNP,QyOyuwDgL,0.631772579152613,0.17586087458372757,qooRwBVOsnj
360,kVfXcdVPeZtNEKG,620,wOBpliqkDv,aUeSto,0.12204878318882117,0.10383528236174988,qoyAxNULR
361,yqNBsHa,131,lIJyL,wBXLQPkHHeYTprie,0.02859519271198574,0.5318583091825824,qrJwPlmSAIb
362,ImvpKhNvMcekty,859,UKMqHniK,VPEIDV,0.09493034992606364,0.49937755983923116,JLDWdRzhM
363,lXpqXOUejHHcQYCHbX,156,bbJDzfDIWHxPpGEhrB,nlJmrFKMdAUFUfHBF,0.7733886989304638,0.3870492148742568,qMkzIhfckhYRgSCrKP
364,LiGVNdSCaLQFVFf,187,zuCJzWrarCwIRL,hWdyOCIcYzSeFXkVk,0.38029006137235055,0.14086044431996347,JgWMNv
365,eCZZczlsIM,486,pqKBN,nkUedndOq,0.49827351139582465,0.7798981443163897,sEHwrQ
366,KFHVj,623,YUyeLxUST,poLprBmP,0.9833760772360167,0.29858655324652605,xASfZENVeVUKU
367,jTNIQJbs,276,qDgIYHKQTgCfYTehHQt,nJocrKWueGtqspgyISNl,0.27195949086099436,0.029415038149853023,wBgcRexfRWaAwctGTI
368,zXdPghLRudnYaGhkDPUt,510,FPFqgKrpCHitN,PFNUTSJLM,0.5759855329032619,0.41673606570446753,HVYlpubEszz
369,XxVTpnaKqctCsv,322,jszoJXRpmAobcGyojMZ,Zhtdb,0.8726509047598344,0.6994784164365498,murxGBWnpoxRcAGuHC
370,hZyOGFlWFAt,934,XjSVPXPQlk,fEZjaflA,0.6172546894313955,0.5879468011066765,hbvaswdUkV
371,zikwGq,244,dckjySWvDiKn,AabnuLrZEJCPBkuJK,0.46755901202647643,0.8031253910442726,vFmXZxjxegVpDvsp
372,lBdRObmOhjT,106,bJKaZIRxSJkUAUOTc,GfzwmjX,0.013153233483774729,0.5020858514410027,yBvDdPPhtikwPed
373,bueGU,519,vXPUGLSGyln,tGrzFSjAhFx,0.784542691055283,0.17444033522669866,aUabxHHFujqfCKOYixHu
374,gKLmltdeGXrwAwLuwr,390,hkWWggSeOccpBoriX,vAODnWvKBnVdnFPilA,0.4165807401854692,0.8407410851315357,UxrNyiDFfPXKoWb
375,BgiHAszdIooADEugRi,563,alpKPKBNHrtUaduaRvb,prHBejclPS,0.6142903716526114,0.5182614349818284,gttFvfrJvHaylteKrdwH
376,GKTtKqvMjsVxzGBhYY,591,apwgtAnnmcCyYyLwO,gpaIfcSV,0.36612868572471435,0.9706348479818918,jLPQgatIsRtZM
377,rhrpAmaeocuztFKNpT,575,gSktT,ifqMFeoXPEZTCWcfOe,0.4514494119081669,0.8706882793920657,OlYhl
378,QXRpujcz,921,ObfaGYzdnVk,czcaJecIToSzxbGXrZR,0.3337535719541892,0.6621030304025595,jYtlsrjuXkfPE
379,ULwxQXyY,785,RXOwciooIACYvMGsdyGq,vwSrgilTubdkuiYidi,0.014313926865231474,0.2856711015925977,sFCOom
380,eHLIgNpduy,663,RxESD,gzySFdXaTqY,0.3912691526522114,0.4767824565806291,RfaPvigVIC
381,tNOMlYP,454,ngGtvwPG,pmmHJOXpjUBFWbe,0.8461737796695445,0.773624068113193,CeOQUc
